CUI,edit_score,mesh,ont_source,pref_name,term
C0038874,1,Supratentorial Neoplasms,NCI,Supratentorial Neoplasms,Supratentorial Neoplasm
C0038874,8,Supratentorial Neoplasms,NCI,Supratentorial Neoplasms,Supratentorial Tumors
C0038874,9,Supratentorial Neoplasms,NCI,Supratentorial Neoplasms,Supratentorial Tumor
C0038874,27,Supratentorial Neoplasms,NCI,Supratentorial Neoplasms,"Brain Neoplasms, Supratentorial"
C0038940,18,Surgical Wound Dehiscence,NCI,Surgical Wound Dehiscence,Wound Breakdown
C0038940,29,Surgical Wound Dehiscence,ICD10CM,Surgical Wound Dehiscence,Disruption of operation wound NOS
C0038940,29,Surgical Wound Dehiscence,ICD10CM,Surgical Wound Dehiscence,Dehiscence of operation wound NOS
C0038941,0,Surgical Wound Infection,NCI,Surgical Wound Infection,Surgical Wound Infection
C0038941,5,Surgical Wound Infection,NCI,Surgical Wound Infection,Surgical Site Infection
C0038941,12,Surgical Wound Infection,NCI,Surgical Wound Infection,Postoperative Wound Infection
C0038986,10,Sweat Gland Diseases,ICD10CM,Sweat Gland Diseases,Sweat gland disorder NOS
C0038986,17,Sweat Gland Diseases,ICD10CM,Sweat Gland Diseases,Eccrine sweat disorders
C0038986,25,Sweat Gland Diseases,ICD10CM,Sweat Gland Diseases,"Eccrine sweat disorder, unspecified"
C0038987,0,Sweat Gland Neoplasms,NCI,Sweat Gland Neoplasms,Sweat Gland Neoplasms
C0038987,1,Sweat Gland Neoplasms,NCI,Sweat Gland Neoplasms,Sweat Gland Neoplasm
C0038987,9,Sweat Gland Neoplasms,NCI,Sweat Gland Neoplasms,Sweat Gland Tumor
C0038987,18,Sweat Gland Neoplasms,NCI,Sweat Gland Neoplasms,Tumor of Sweat Gland
C0038987,20,Sweat Gland Neoplasms,NCI,Sweat Gland Neoplasms,Neoplasm of Sweat Gland
C0038987,20,Sweat Gland Neoplasms,NCI,Sweat Gland Neoplasms,Tumor of the Sweat Gland
C0038987,22,Sweat Gland Neoplasms,NCI,Sweat Gland Neoplasms,Neoplasm of the Sweat Gland
C0039070,0,Syncope,NCI,Syncope,Syncope
C0039070,7,Syncope,ICD10CM,Syncope,Fainting
C0039070,7,Syncope,NCI,Syncope,Fainting
C0039070,13,Syncope,ICD10CM,Syncope,Syncope and collapse
C0039075,0,Syndactyly,ICD10CM,Syndactyly,Syndactyly
C0039075,0,Syndactyly,NCI,Syndactyly,Syndactyly
C0039075,11,Syndactyly,ICD10CM,Syndactyly,Symphalangy NOS
C0039075,13,Syndactyly,ICD10CM,Syndactyly,"Syndactyly, unspecified"
C0039082,0,Syndrome,NCI,Syndrome,Syndrome
C0039101,0,"Sarcoma, Synovial",NCI,Synovial Sarcoma,Synovial Sarcoma
C0039101,5,"Sarcoma, Synovial",NCI,Synovial Sarcoma,"Synovial Sarcoma, NOS"
C0039101,14,"Sarcoma, Synovial",NCI,Synovial Sarcoma,SS
C0039101,25,"Sarcoma, Synovial",NCI,Synovial Sarcoma,"Synovial Sarcoma, Not Otherwise Specified"
C0039103,0,Synovitis,NCI,Synovitis,Synovitis
C0039106,0,"Synovitis, Pigmented Villonodular",NCI,Pigmented Villonodular Synovitis,Pigmented Villonodular Synovitis
C0039106,23,"Synovitis, Pigmented Villonodular",ICD10CM,Pigmented Villonodular Synovitis,Villonodular synovitis (pigmented)
C0039106,29,"Synovitis, Pigmented Villonodular",NCI,Pigmented Villonodular Synovitis,Diffuse Giant Cell Tumor of Tenosynovium
C0039106,31,"Synovitis, Pigmented Villonodular",NCI,Pigmented Villonodular Synovitis,Diffuse Giant Cell Neoplasm of Tenosynovium
C0039106,31,"Synovitis, Pigmented Villonodular",NCI,Pigmented Villonodular Synovitis,Diffuse Tenosynovial Giant Cell Tumor
C0039106,32,"Synovitis, Pigmented Villonodular",NCI,Pigmented Villonodular Synovitis,Diffuse Giant Cell Tumor of the Tenosynovium
C0039106,33,"Synovitis, Pigmented Villonodular",NCI,Pigmented Villonodular Synovitis,Diffuse Tenosynovial Giant Cell Neoplasm
C0039106,33,"Synovitis, Pigmented Villonodular",NCI,Pigmented Villonodular Synovitis,Diffuse Giant Cell Tumor of Tendon Sheath
C0039106,34,"Synovitis, Pigmented Villonodular",NCI,Pigmented Villonodular Synovitis,Diffuse Giant Cell Neoplasm of Tendon Sheath
C0039106,34,"Synovitis, Pigmented Villonodular",NCI,Pigmented Villonodular Synovitis,Diffuse Giant Cell Neoplasm of the Tenosynovium
C0039106,37,"Synovitis, Pigmented Villonodular",NCI,Pigmented Villonodular Synovitis,"Tenosynovial Giant Cell Tumor, Diffuse Type"
C0039128,0,Syphilis,NCI,Syphilis,Syphilis
C0039128,13,Syphilis,ICD10CM,Syphilis,"Syphilis, unspecified"
C0039130,29,"Syphilis, Cardiovascular",ICD10CM,"Syphilis, Cardiovascular","Cardiovascular syphilis, unspecified"
C0039131,18,"Syphilis, Congenital",ICD10CM,"Syphilis, Congenital",Congenital syphilis
C0039131,18,"Syphilis, Congenital",NCI,"Syphilis, Congenital",Congenital Syphilis
C0039131,21,"Syphilis, Congenital",ICD10CM,"Syphilis, Congenital","Congenital syphilis, unspecified"
C0039133,15,"Syphilis, Latent",ICD10CM,"Syphilis, Latent",Latent syphilis NOS
C0039133,15,"Syphilis, Latent",NCI,"Syphilis, Latent",Latent Syphilis
C0039133,33,"Syphilis, Latent",ICD10CM,"Syphilis, Latent","Latent syphilis, unspecified as early or late"
C0039144,0,Syringomyelia,NCI,Syringomyelia,Syringomyelia
C0039223,0,Tabes Dorsalis,NCI,Tabes Dorsalis,Tabes Dorsalis
C0039223,1,Tabes Dorsalis,ICD10CM,Tabes Dorsalis,Tabes dorsalis
C0039223,11,Tabes Dorsalis,ICD10CM,Tabes Dorsalis,Tabetic neurosyphilis
C0039231,0,Tachycardia,NCI,Tachycardia,Tachycardia
C0039231,12,Tachycardia,ICD10CM,Tachycardia,Rapid heart beat
C0039231,13,Tachycardia,ICD10CM,Tachycardia,"Tachycardia, unspecified"
C0039234,22,"Tachycardia, Ectopic Atrial",NCI,"Tachycardia, Ectopic Atrial",Ectopic Atrial Tachycardia
C0039235,20,"Tachycardia, Ectopic Junctional",NCI,"Tachycardia, Ectopic Junctional",Junctional Ectopic Tachycardia
C0039236,19,"Tachycardia, Paroxysmal",ICD10CM,"Tachycardia, Paroxysmal",Paroxysmal tachycardia
C0039236,19,"Tachycardia, Paroxysmal",NCI,"Tachycardia, Paroxysmal",Paroxysmal Tachycardia
C0039236,23,"Tachycardia, Paroxysmal",ICD10CM,"Tachycardia, Paroxysmal","Paroxysmal tachycardia, unspecified"
C0039236,25,"Tachycardia, Paroxysmal",NCI,"Tachycardia, Paroxysmal",Paroxysmal Tachycardia by ECG Finding
C0039236,25,"Tachycardia, Paroxysmal",NCI,"Tachycardia, Paroxysmal",Paroxysmal Tachycardia by EKG Finding
C0039236,26,"Tachycardia, Paroxysmal",ICD10CM,"Tachycardia, Paroxysmal",Bouveret (-Hoffman) syndrome
C0039239,0,"Tachycardia, Sinus",NCI,Sinus Tachycardia,Sinus Tachycardia
C0039240,0,"Tachycardia, Supraventricular",ICD10CM,Supraventricular tachycardia,Supraventricular tachycardia
C0039240,1,"Tachycardia, Supraventricular",NCI,Supraventricular tachycardia,Supraventricular Tachycardia
C0039240,27,"Tachycardia, Supraventricular",NCI,Supraventricular tachycardia,SVT
C0039254,1,Taeniasis,ICD10CM,Taeniases,Taeniasis
C0039254,1,Taeniasis,NCI,Taeniases,Taeniasis
C0039254,14,Taeniasis,ICD10CM,Taeniases,"Taeniasis, unspecified"
C0039263,0,Takayasu Arteritis,NCI,Takayasu Arteritis,Takayasu Arteritis
C0039263,2,Takayasu Arteritis,NCI,Takayasu Arteritis,Takayasu's Arteritis
C0039263,26,Takayasu Arteritis,ICD10CM,Takayasu Arteritis,Aortic arch syndrome [Takayasu]
C0039292,0,Tangier Disease,NCI,Tangier Disease,Tangier Disease
C0039292,1,Tangier Disease,ICD10CM,Tangier Disease,Tangier disease
C0039319,0,Tarsal Tunnel Syndrome,NCI,Tarsal Tunnel Syndrome,Tarsal Tunnel Syndrome
C0039319,2,Tarsal Tunnel Syndrome,ICD10CM,Tarsal Tunnel Syndrome,Tarsal tunnel syndrome
C0039319,26,Tarsal Tunnel Syndrome,ICD10CM,Tarsal Tunnel Syndrome,"Tarsal tunnel syndrome, unspecified lower limb"
C0039373,0,Tay-Sachs Disease,NCI,Tay-Sachs Disease,Tay-Sachs Disease
C0039373,1,Tay-Sachs Disease,ICD10CM,Tay-Sachs Disease,Tay-Sachs disease
C0039445,0,"Telangiectasia, Hereditary Hemorrhagic",ICD10CM,Hereditary hemorrhagic telangiectasia,Hereditary hemorrhagic telangiectasia
C0039445,2,"Telangiectasia, Hereditary Hemorrhagic",NCI,Hereditary hemorrhagic telangiectasia,Hereditary Hemorrhagic Telangiectasia
C0039445,29,"Telangiectasia, Hereditary Hemorrhagic",ICD10CM,Hereditary hemorrhagic telangiectasia,Rendu-Osler-Weber disease
C0039445,29,"Telangiectasia, Hereditary Hemorrhagic",NCI,Hereditary hemorrhagic telangiectasia,Osler-Weber-Rendu Disease
C0039445,33,"Telangiectasia, Hereditary Hemorrhagic",NCI,Hereditary hemorrhagic telangiectasia,"Telangiectasia, Hereditary Hemorrahagic, of Rendu, Osler"
C0039446,1,Telangiectasis,NCI,Telangiectasis,Telangiectasia
C0039483,0,Giant Cell Arteritis,NCI,Giant Cell Arteritis,Giant Cell Arteritis
C0039494,1,Temporomandibular Joint Disorders,NCI,Temporomandibular Joint Disorders,Temporomandibular Joint Disorder
C0039494,2,Temporomandibular Joint Disorders,ICD10CM,Temporomandibular Joint Disorders,Temporomandibular joint disorders
C0039494,6,Temporomandibular Joint Disorders,ICD10CM,Temporomandibular Joint Disorders,Temporomandibular joint disorder NOS
C0039494,14,Temporomandibular Joint Disorders,ICD10CM,Temporomandibular Joint Disorders,"Temporomandibular joint disorder, unspecified"
C0039494,31,Temporomandibular Joint Disorders,NCI,Temporomandibular Joint Disorders,TMD
C0039496,0,Temporomandibular Joint Dysfunction Syndrome,NCI,Temporomandibular Joint Dysfunction Syndrome,Temporomandibular Joint Dysfunction Syndrome
C0039516,1,Tennis Elbow,ICD10CM,Tennis Elbow,Tennis elbow
C0039516,18,Tennis Elbow,ICD10CM,Tennis Elbow,Lateral epicondylitis
C0039516,18,Tennis Elbow,NCI,Tennis Elbow,Lateral Epicondylitis
C0039538,0,Teratoma,NCI,Teratoma,Teratoma
C0039584,1,Testicular Diseases,NCI,Testicular Diseases,Testicular Disease
C0039584,4,Testicular Diseases,NCI,Testicular Diseases,Testicular Disorder
C0039585,1,Androgen-Insensitivity Syndrome,NCI,Androgen-Insensitivity Syndrome,Androgen Insensitivity Syndrome
C0039585,3,Androgen-Insensitivity Syndrome,ICD10CM,Androgen-Insensitivity Syndrome,Androgen insensitivity syndrome
C0039585,11,Androgen-Insensitivity Syndrome,NCI,Androgen-Insensitivity Syndrome,Androgen Resistance Syndrome
C0039585,16,Androgen-Insensitivity Syndrome,ICD10CM,Androgen-Insensitivity Syndrome,"Androgen insensitivity syndrome, unspecified"
C0039585,20,Androgen-Insensitivity Syndrome,NCI,Androgen-Insensitivity Syndrome,Testicular Feminization Syndrome
C0039590,1,Testicular Neoplasms,NCI,Testicular Neoplasms,Testicular Neoplasm
C0039590,9,Testicular Neoplasms,NCI,Testicular Neoplasms,Testicular Tumor
C0039590,15,Testicular Neoplasms,NCI,Testicular Neoplasms,Tumor of Testis
C0039590,16,Testicular Neoplasms,NCI,Testicular Neoplasms,Neoplasm of Testis
C0039590,17,Testicular Neoplasms,NCI,Testicular Neoplasms,Tumor of the Testis
C0039590,18,Testicular Neoplasms,NCI,Testicular Neoplasms,Neoplasm of the Testis
C0039614,0,Tetanus,NCI,Tetanus,Tetanus
C0039614,4,Tetanus,ICD10CM,Tetanus,Tetanus NOS
C0039621,0,Tetany,ICD10CM,Tetany,Tetany
C0039621,0,Tetany,NCI,Tetany,Tetany
C0039685,0,Tetralogy of Fallot,ICD10CM,Tetralogy of Fallot,Tetralogy of Fallot
C0039685,0,Tetralogy of Fallot,NCI,Tetralogy of Fallot,Tetralogy of Fallot
C0039726,1,Thalamic Diseases,NCI,Thalamic Diseases,Thalamic Disease
C0039730,0,Thalassemia,ICD10CM,Thalassemia,Thalassemia
C0039730,0,Thalassemia,NCI,Thalassemia,Thalassemia
C0039730,13,Thalassemia,ICD10CM,Thalassemia,"Thalassemia, unspecified"
C0039743,0,Thanatophoric Dysplasia,NCI,Thanatophoric Dysplasia,Thanatophoric Dysplasia
C0039743,11,Thanatophoric Dysplasia,ICD10CM,Thanatophoric Dysplasia,Thanatophoric short stature
C0039841,1,Thiamine Deficiency,ICD10CM,Thiamine Deficiency,Thiamine deficiency
C0039841,14,Thiamine Deficiency,ICD10CM,Thiamine Deficiency,"Thiamine deficiency, unspecified"
C0039978,1,Thoracic Diseases,NCI,Thoracic Diseases,Thoracic Disease
C0039978,4,Thoracic Diseases,NCI,Thoracic Diseases,Thoracic Disorder
C0039980,21,Thoracic Injuries,ICD10CM,Thoracic Injuries,Unspecified injury of thorax
C0039980,29,Thoracic Injuries,ICD10CM,Thoracic Injuries,Injuries to the thorax (S20-S29)
C0039981,1,Thoracic Neoplasms,NCI,Thoracic Neoplasms,Thoracic Neoplasm
C0039981,9,Thoracic Neoplasms,NCI,Thoracic Neoplasms,Thoracic Tumor
C0039981,13,Thoracic Neoplasms,NCI,Thoracic Neoplasms,Tumor of Thorax
C0039981,15,Thoracic Neoplasms,NCI,Thoracic Neoplasms,Tumor of the Thorax
C0039981,16,Thoracic Neoplasms,NCI,Thoracic Neoplasms,Neoplasm of Thorax
C0039981,18,Thoracic Neoplasms,NCI,Thoracic Neoplasms,Neoplasm of the Thorax
C0039984,0,Thoracic Outlet Syndrome,NCI,Thoracic Outlet Syndrome,Thoracic Outlet Syndrome
C0039984,2,Thoracic Outlet Syndrome,ICD10CM,Thoracic Outlet Syndrome,Thoracic outlet syndrome
C0040015,0,Thrombasthenia,NCI,Thrombasthenia,Thrombasthenia
C0040015,10,Thrombasthenia,NCI,Thrombasthenia,Glanzmann Thrombasthenia
C0040015,16,Thrombasthenia,ICD10CM,Thrombasthenia,Glanzmann's disease
C0040021,0,Thromboangiitis Obliterans,NCI,Thromboangiitis Obliterans,Thromboangiitis Obliterans
C0040021,20,Thromboangiitis Obliterans,NCI,Thromboangiitis Obliterans,Buerger's Disease
C0040021,21,Thromboangiitis Obliterans,ICD10CM,Thromboangiitis Obliterans,Thromboangiitis obliterans [Buerger's disease]
C0040021,21,Thromboangiitis Obliterans,NCI,Thromboangiitis Obliterans,Buerger Disease
C0040028,19,"Thrombocythemia, Essential",NCI,"Thrombocythemia, Essential",Primary Thrombocythemia
C0040028,21,"Thrombocythemia, Essential",NCI,"Thrombocythemia, Essential",Essential Thrombocythemia
C0040028,21,"Thrombocythemia, Essential",NCI,"Thrombocythemia, Essential",Primary Thrombocytosis
C0040028,22,"Thrombocythemia, Essential",NCI,"Thrombocythemia, Essential",Idiopathic Thrombocythemia
C0040028,22,"Thrombocythemia, Essential",NCI,"Thrombocythemia, Essential",Essential Thrombocytemia
C0040028,23,"Thrombocythemia, Essential",ICD10CM,"Thrombocythemia, Essential",Essential thrombocytosis
C0040028,24,"Thrombocythemia, Essential",NCI,"Thrombocythemia, Essential",Essential Thrombocytosis
C0040028,30,"Thrombocythemia, Essential",ICD10CM,"Thrombocythemia, Essential",Idiopathic hemorrhagic thrombocythemia
C0040028,32,"Thrombocythemia, Essential",ICD10CM,"Thrombocythemia, Essential",Essential (hemorrhagic) thrombocythemia
C0040034,13,Thrombocytopenia,ICD10CM,Thrombocytopenia,"Thrombocytopenia, unspecified"
C0040038,0,Thromboembolism,NCI,Thromboembolism,Thromboembolism
C0040038,7,Thromboembolism,NCI,Thromboembolism,Thromboembolic Event
C0040046,0,Thrombophlebitis,NCI,Thrombophlebitis,Thrombophlebitis
C0040053,0,Thrombosis,NCI,Thrombosis,Thrombosis
C0040100,0,Thymoma,NCI,Thymoma,Thymoma
C0040124,0,Thyroglossal Cyst,NCI,Thyroglossal Cyst,Thyroglossal Cyst
C0040124,1,Thyroglossal Cyst,ICD10CM,Thyroglossal Cyst,Thyroglossal cyst
C0040124,5,Thyroglossal Cyst,NCI,Thyroglossal Cyst,Thyroglossal Duct Cyst
C0040124,5,Thyroglossal Cyst,NCI,Thyroglossal Cyst,Thyrolingual Cyst
C0040127,6,Thyroid Crisis,NCI,Thyroid Crisis,Thyroid Storm
C0040128,6,Thyroid Diseases,NCI,Thyroid Diseases,Thyroid Gland Diseases
C0040128,7,Thyroid Diseases,NCI,Thyroid Diseases,Thyroid Gland Disease
C0040128,10,Thyroid Diseases,NCI,Thyroid Diseases,Thyroid Gland Disorders
C0040128,10,Thyroid Diseases,NCI,Thyroid Diseases,Thyroid Gland Disorder
C0040128,22,Thyroid Diseases,ICD10CM,Thyroid Diseases,"Disorder of thyroid, unspecified"
C0040128,29,Thyroid Diseases,ICD10CM,Thyroid Diseases,Disorders of thyroid gland (E00-E07)
C0040136,0,Thyroid Neoplasms,NCI,Thyroid Neoplasm,Thyroid Neoplasm
C0040136,1,Thyroid Neoplasms,NCI,Thyroid Neoplasm,Thyroid Neoplasms
C0040136,6,Thyroid Neoplasms,NCI,Thyroid Neoplasm,Thyroid Gland Neoplasm
C0040136,8,Thyroid Neoplasms,NCI,Thyroid Neoplasm,Thyroid Tumor
C0040136,10,Thyroid Neoplasms,NCI,Thyroid Neoplasm,Thyroid Gland Tumor
C0040136,14,Thyroid Neoplasms,NCI,Thyroid Neoplasm,Tumor of Thyroid
C0040136,15,Thyroid Neoplasms,NCI,Thyroid Neoplasm,Tumor of Thyroid Gland
C0040136,16,Thyroid Neoplasms,NCI,Thyroid Neoplasm,Tumor of the Thyroid
C0040136,18,Thyroid Neoplasms,NCI,Thyroid Neoplasm,Neoplasm of Thyroid
C0040136,18,Thyroid Neoplasms,NCI,Thyroid Neoplasm,Neoplasm of Thyroid Gland
C0040136,19,Thyroid Neoplasms,NCI,Thyroid Neoplasm,Tumor of the Thyroid Gland
C0040136,21,Thyroid Neoplasms,NCI,Thyroid Neoplasm,Neoplasm of the Thyroid
C0040136,22,Thyroid Neoplasms,NCI,Thyroid Neoplasm,Neoplasm of the Thyroid Gland
C0040137,0,Thyroid Nodule,NCI,Thyroid Nodule,Thyroid Nodule
C0040137,6,Thyroid Nodule,NCI,Thyroid Nodule,Thyroid Gland Nodule
C0040137,16,Thyroid Nodule,NCI,Thyroid Nodule,Nodule of Thyroid
C0040137,16,Thyroid Nodule,NCI,Thyroid Nodule,Nodule of Thyroid Gland
C0040137,19,Thyroid Nodule,NCI,Thyroid Nodule,Nodule of the Thyroid
C0040137,20,Thyroid Nodule,NCI,Thyroid Nodule,Nodule of the Thyroid Gland
C0040147,0,Thyroiditis,ICD10CM,Thyroiditis,Thyroiditis
C0040147,0,Thyroiditis,NCI,Thyroiditis,Thyroiditis
C0040147,13,Thyroiditis,ICD10CM,Thyroiditis,"Thyroiditis, unspecified"
C0040149,0,"Thyroiditis, Subacute",ICD10CM,Subacute thyroiditis,Subacute thyroiditis
C0040149,1,"Thyroiditis, Subacute",NCI,Subacute thyroiditis,Subacute Thyroiditis
C0040149,9,"Thyroiditis, Subacute",ICD10CM,Subacute thyroiditis,Giant-cell thyroiditis
C0040149,10,"Thyroiditis, Subacute",ICD10CM,Subacute thyroiditis,de Quervain thyroiditis
C0040149,11,"Thyroiditis, Subacute",ICD10CM,Subacute thyroiditis,Granulomatous thyroiditis
C0040149,11,"Thyroiditis, Subacute",NCI,Subacute thyroiditis,De Quervain Thyroiditis
C0040149,12,"Thyroiditis, Subacute",NCI,Subacute thyroiditis,De Quervain's Thyroiditis
C0040149,14,"Thyroiditis, Subacute",NCI,Subacute thyroiditis,Subacute Granulomatous Thyroiditis
C0040150,20,"Thyroiditis, Suppurative",ICD10CM,"Thyroiditis, Suppurative",Suppurative thyroiditis
C0040150,23,"Thyroiditis, Suppurative",NCI,"Thyroiditis, Suppurative",Acute Suppurative Thyroiditis
C0040156,0,Thyrotoxicosis,NCI,Thyrotoxicosis,Thyrotoxicosis
C0040156,13,Thyrotoxicosis,ICD10CM,Thyrotoxicosis,"Thyrotoxicosis, unspecified"
C0040185,1,Tibial Fractures,NCI,Tibial Fractures,Tibial Fracture
C0040185,2,Tibial Fractures,NCI,Tibial Fractures,Tibia Fracture
C0040185,20,Tibial Fractures,ICD10CM,Tibial Fractures,Fracture of tibia NOS
C0040188,0,Tic Disorders,ICD10CM,Tic disorder,Tic disorder
C0040188,8,Tic Disorders,ICD10CM,Tic disorder,Tic NOS
C0040188,13,Tic Disorders,ICD10CM,Tic disorder,"Tic disorder, unspecified"
C0040213,14,Tietze's Syndrome,ICD10CM,Tietze's Syndrome,Costochondritis
C0040213,31,Tietze's Syndrome,ICD10CM,Tietze's Syndrome,Chondrocostal junction syndrome [Tietze]
C0040247,0,Tinea,NCI,Tinea,Tinea
C0040247,10,Tinea,ICD10CM,Tinea,Ringworm NOS
C0040247,10,Tinea,NCI,Tinea,Tinea Infection
C0040250,13,Tinea Capitis,ICD10CM,Tinea Capitis,Scalp ringworm
C0040254,8,Tinea Favosa,NCI,Tinea Favosa,Favus
C0040254,9,Tinea Favosa,ICD10CM,Tinea Favosa,favus
C0040259,1,Tinea Pedis,ICD10CM,Tinea Pedis,Tinea pedis
C0040259,13,Tinea Pedis,ICD10CM,Tinea Pedis,Athlete's foot
C0040259,13,Tinea Pedis,ICD10CM,Tinea Pedis,Foot ringworm
C0040259,20,Tinea Pedis,ICD10CM,Tinea Pedis,Dermatophytosis of foot
C0040261,0,Onychomycosis,ICD10CM,Onychomycosis,Onychomycosis
C0040261,0,Onychomycosis,NCI,Onychomycosis,Onychomycosis
C0040261,13,Onychomycosis,ICD10CM,Onychomycosis,Tinea unguium
C0040261,13,Onychomycosis,ICD10CM,Onychomycosis,Ringworm of nails
C0040261,13,Onychomycosis,NCI,Onychomycosis,Tinea Unguium
C0040262,0,Tinea Versicolor,NCI,Tinea Versicolor,Tinea Versicolor
C0040262,1,Tinea Versicolor,ICD10CM,Tinea Versicolor,Tinea versicolor
C0040262,9,Tinea Versicolor,ICD10CM,Tinea Versicolor,Pityriasis versicolor
C0040262,10,Tinea Versicolor,ICD10CM,Tinea Versicolor,Tinea flava
C0040262,21,Tinea Versicolor,NCI,Tinea Versicolor,Malassezia furfur Infection
C0040264,0,Tinnitus,ICD10CM,Tinnitus,Tinnitus
C0040264,0,Tinnitus,NCI,Tinnitus,Tinnitus
C0040264,7,Tinnitus,NCI,Tinnitus,Tinnitus Aurium
C0040264,17,Tinnitus,ICD10CM,Tinnitus,"Tinnitus, unspecified ear"
C0040336,0,Tobacco Use Disorder,NCI,Tobacco Use Disorder,Tobacco Use Disorder
C0040361,1,Togaviridae Infections,NCI,Togaviridae Infections,Togaviridae Infection
C0040381,0,Tolosa-Hunt Syndrome,NCI,Tolosa-Hunt Syndrome,Tolosa-Hunt Syndrome
C0040409,16,Tongue Diseases,ICD10CM,Tongue Diseases,Diseases of tongue
C0040409,21,Tongue Diseases,ICD10CM,Tongue Diseases,"Disease of tongue, unspecified"
C0040411,1,Tongue Neoplasms,NCI,Tongue Neoplasms,Tongue Neoplasm
C0040411,9,Tongue Neoplasms,NCI,Tongue Neoplasms,Tongue Tumor
C0040411,14,Tongue Neoplasms,NCI,Tongue Neoplasms,Tumor of Tongue
C0040411,15,Tongue Neoplasms,NCI,Tongue Neoplasms,Tumor of the Tongue
C0040411,16,Tongue Neoplasms,NCI,Tongue Neoplasms,Neoplasm of Tongue
C0040411,19,Tongue Neoplasms,NCI,Tongue Neoplasms,Neoplasm of the Tongue
C0040412,0,"Tongue, Fissured",ICD10CM,Fissured tongue,Fissured tongue
C0040412,5,"Tongue, Fissured",ICD10CM,Fissured tongue,Furrowed tongue
C0040412,6,"Tongue, Fissured",ICD10CM,Fissured tongue,Plicated tongue
C0040412,8,"Tongue, Fissured",ICD10CM,Fissured tongue,Scrotal tongue
C0040414,0,"Tongue, Hairy",NCI,Hairy Tongue,Hairy Tongue
C0040416,1,Tonic Pupil,ICD10CM,Tonic Pupil,Tonic pupil
C0040422,0,Tonsillar Neoplasms,NCI,Tonsillar Neoplasms,Tonsillar Neoplasms
C0040422,1,Tonsillar Neoplasms,NCI,Tonsillar Neoplasms,Tonsillar Neoplasm
C0040422,4,Tonsillar Neoplasms,NCI,Tonsillar Neoplasms,Tonsil Neoplasm
C0040422,9,Tonsillar Neoplasms,NCI,Tonsillar Neoplasms,Tonsillar Tumor
C0040422,12,Tonsillar Neoplasms,NCI,Tonsillar Neoplasms,Tonsil Tumor
